Index, Matrix, , , , , , Eig.val, CR, Eig.vec, , , , , Found vector, , , , , LP. vec, , , , , Vec2, , , , , Vec3, , , , , 
1, 1, 6, 2, 4, 3, 1, 4.1031411408, 0.0388918329, , 1.0000000000, 0.9656043942, 0.2419796797, 0.3428293342, , 0.3856844010, 0.3828398250, 0.0961435687, 0.1353322054, , 0.3850166090, 0.3839084049, 0.0959771012, 0.1350978849, , 0.3769553253, 0.3968078203, 0.0939675810, 0.1322692734, , 0.3845904043, 0.3845904043, 0.0958708567, 0.1349483346
2, 1, 7, 3, 4, 5, 2, 4.2056792644, 0.0775562837, , 1.0000000000, 0.9229441934, 0.2407689637, 0.1991174416, , 0.4091273860, 0.3999671340, 0.1046383258, 0.0862671543, , 0.4054136944, 0.4054136944, 0.1036885129, 0.0854840984, , 0.3966839510, 0.4182168777, 0.1014557957, 0.0836433755, , 0.4016620276, 0.4109159498, 0.1027289875, 0.0846930352
3, 1, 8, 2, 5, 3, 1, 4.1655356890, 0.0624191889, , 1.0000000000, 0.9331090901, 0.1992642532, 0.3191562869, , 0.3973157001, 0.3876240885, 0.0831184959, 0.1319417156, , 0.3940837959, 0.3926053672, 0.0824423811, 0.1308684557, , 0.3865057559, 0.4042852710, 0.0808570542, 0.1283519189, , 0.3935020312, 0.3935020312, 0.0823206759, 0.1306752617
4, 1, 8, 3, 4, 5, 2, 4.2460468875, 0.0927778611, , 1.0000000000, 0.8790108284, 0.2241160430, 0.1913692384, , 0.4173496906, 0.3953254702, 0.1013892379, 0.0859356013, , 0.4131228320, 0.4014495282, 0.1003623821, 0.0850652577, , 0.4034888260, 0.4154076985, 0.0980219358, 0.0830815397, , 0.4083559687, 0.4083559687, 0.0992043397, 0.0840837229
5, 1, 8, 3, 5, 5, 2, 4.2460468875, 0.0927778611, , 1.0000000000, 0.9388404729, 0.2157388595, 0.1937651795, , 0.4106322682, 0.4098461201, 0.0945526909, 0.0849689208, , 0.4103097040, 0.4103097040, 0.0944784169, 0.0849021752, , 0.3863256858, 0.4447791368, 0.0889558274, 0.0799393500, , 0.4045644152, 0.4185667376, 0.0931554996, 0.0837133475
6, 1, 8, 4, 5, 6, 2, 4.1655356890, 0.0624191889, , 1.0000000000, 0.9331090901, 0.1992642532, 0.1595781434, , 0.4245879950, 0.4150874360, 0.0890488125, 0.0712757565, , 0.4205921346, 0.4205921346, 0.0882107609, 0.0706049698, , 0.4121586797, 0.4322100650, 0.0864420130, 0.0691892424, , 0.4193183777, 0.4223468626, 0.0879436160, 0.0703911438
7, 1, 9, 2, 5, 3, 1, 4.1965624410, 0.0741185675, , 1.0000000000, 0.8950262137, 0.1872114309, 0.3083166747, , 0.4044667395, 0.3835117570, 0.0807394645, 0.1312820390, , 0.4003295894, 0.3898176016, 0.0799136085, 0.1299392005, , 0.3961651066, 0.3961651066, 0.0790822964, 0.1285874904, , 0.3964638915, 0.3957096986, 0.0791419397, 0.1286844702
8, 1, 9, 3, 6, 4, 1, 4.1031411408, 0.0388918329, , 1.0000000000, 0.9388581995, 0.1620501807, 0.2352771050, , 0.4205988122, 0.4068547977, 0.0705488772, 0.1019975129, , 0.4201218672, 0.4075274045, 0.0704688772, 0.1018818511, , 0.4137966305, 0.4164475053, 0.0694079176, 0.1003479466, , 0.4148964691, 0.4148964691, 0.0695923983, 0.1006146635
9, 1, 9, 4, 5, 6, 2, 4.1965624410, 0.0741185675, , 1.0000000000, 0.8950262137, 0.1872114309, 0.1541583373, , 0.4319407228, 0.4105941253, 0.0864860642, 0.0709790877, , 0.4254398315, 0.4194649339, 0.0851844122, 0.0699108223, , 0.4227103372, 0.4231894728, 0.0846378946, 0.0694622955, , 0.4229129698, 0.4229129698, 0.0846784670, 0.0694955933
10, 1, 9, 4, 5, 7, 2, 4.1975195493, 0.0744794681, , 1.0000000000, 0.9291559977, 0.1859201626, 0.1487705220, , 0.4270512001, 0.4204779342, 0.0849565685, 0.0675142972, , 0.4252206641, 0.4229620298, 0.0845924060, 0.0672249002, , 0.4058950775, 0.4491874656, 0.0807478189, 0.0641696379, , 0.4242624105, 0.4242624105, 0.0844017732, 0.0670734059
11, 2, 1, 6, 2, 5, 4, 4.1655356890, 0.0624191889, , 1.0000000000, 0.8031726724, 0.6369826901, 0.1537012757, , 0.3807515017, 0.3094592522, 0.2479388474, 0.0618503987, , 0.3807357195, 0.3094464251, 0.2479285704, 0.0618892850, , 0.3801401660, 0.3089623836, 0.2475407561, 0.0633566943, , 0.3807003686, 0.3094176933, 0.2479055505, 0.0619763876
