Index, Matrix, , , , , , Eig.val, CR, Eig.vec, , , , , Found vector, , , , , LP. vec, , , , , Vec2, , , , , Vec3, , , , , 
1, 1, 1, 5, 5, 8, 3, 4.22588, 0.0851727, , 1, 1.69264, 0.590314, 0.188585, , 0.291882, 0.473274, 0.176748, 0.0580955, , 0.2918, 0.473141, 0.176698, 0.05836, , 0.291572, 0.472771, 0.17656, 0.0590964, , 0.291643, 0.472886, 0.176603, 0.0588677
2, 1, 1, 0.333333, 3, 0.5, 0.25, 4.10314, 0.0388918, , 1, 1.45845, 0.705831, 2.81657, , 0.167003, 0.24187, 0.118609, 0.472518, , 0.166683, 0.241407, 0.118382, 0.473528, , 0.162377, 0.23517, 0.115323, 0.48713, , 0.16515, 0.239186, 0.117293, 0.478372
3, 1, 1, 0.333333, 4, 0.5, 0.2, 4.16554, 0.0624192, , 1, 1.56663, 0.624347, 2.92367, , 0.16366, 0.25255, 0.103003, 0.480787, , 0.162009, 0.250002, 0.101964, 0.486026, , 0.158243, 0.244191, 0.0995942, 0.497971, , 0.159775, 0.246555, 0.100558, 0.493111
4, 1, 1, 0.333333, 5, 0.5, 0.2, 4.22772, 0.0858687, , 1, 1.67406, 0.592261, 2.88421, , 0.1631, 0.265274, 0.0980373, 0.473588, , 0.160577, 0.26117, 0.0965207, 0.481732, , 0.154311, 0.250978, 0.0927541, 0.501957, , 0.160437, 0.260943, 0.0964366, 0.482183
5, 1, 1, 0.25, 3, 0.333333, 0.166667, 4.10314, 0.0388918, , 1, 1.41677, 0.688763, 3.99044, , 0.141204, 0.198678, 0.0975737, 0.562544, , 0.140884, 0.198228, 0.0973526, 0.563536, , 0.136628, 0.19224, 0.0944119, 0.57672, , 0.138043, 0.194231, 0.0953895, 0.572337
6, 1, 1, 0.25, 5, 0.5, 0.166667, 4.22772, 0.0858687, , 1, 1.76893, 0.59735, 3.44576, , 0.146718, 0.25536, 0.0892026, 0.50872, , 0.146425, 0.25485, 0.0890246, 0.5097, , 0.136083, 0.23685, 0.0827366, 0.544331, , 0.142931, 0.248768, 0.0869001, 0.521401
7, 1, 1, 0.2, 4, 0.333333, 0.142857, 4.16671, 0.0628611, , 1, 1.61153, 0.647701, 4.53736, , 0.128652, 0.204951, 0.0841385, 0.582259, , 0.127794, 0.203585, 0.0835777, 0.585044, , 0.121255, 0.193167, 0.0793012, 0.606276, , 0.124591, 0.198482, 0.0814827, 0.595445
8, 1, 1, 0.2, 4, 0.333333, 0.125, 4.16554, 0.0624192, , 1, 1.60167, 0.627308, 4.68277, , 0.12685, 0.20119, 0.0801798, 0.59178, , 0.125372, 0.198846, 0.0792455, 0.596537, , 0.120849, 0.191672, 0.0763866, 0.611093, , 0.121682, 0.192994, 0.0769133, 0.608411
9, 1, 1, 0.2, 5, 0.333333, 0.125, 4.22588, 0.0851727, , 1, 1.70847, 0.594689, 4.6136, , 0.127005, 0.212755, 0.0765071, 0.583733, , 0.123507, 0.206895, 0.0743998, 0.595199, , 0.120437, 0.201753, 0.0725507, 0.605259, , 0.120808, 0.202375, 0.0727744, 0.604042
10, 1, 1, 0.2, 5, 0.333333, 0.111111, 4.22526, 0.0849405, , 1, 1.69762, 0.578767, 4.74435, , 0.125495, 0.209234, 0.073383, 0.591889, , 0.121182, 0.202044, 0.0708614, 0.605912, , 0.117443, 0.195809, 0.0686748, 0.618073, , 0.121156, 0.202, 0.0708459, 0.605999
