Index, Matrix, , , , , , Eig.val, CR, Eig.vec, , , , , LP. vec, , , , ,  
164, 2, 5, 0.5, 0.5, 0.142857, 0.166667, 4.22509, 0.0848741, , 1, 0.291243, 0.340032, 1.88488, , 1, 0.291243, 0.340032, 2, , 
165, 2, 5, 0.5, 0.5, 0.125, 0.166667, 4.22772, 0.0858687, , 1, 0.282656, 0.337689, 1.94793, , 1, 0.282656, 0.337689, 2, , 
166, 2, 5, 0.333333, 0.5, 0.125, 0.142857, 4.23226, 0.0875798, , 1, 0.30566, 0.359914, 2.46412, , 1, 0.30566, 0.359914, 2.46412, , 
167, 2, 5, 0.333333, 0.5, 0.111111, 0.142857, 4.22996, 0.0867117, , 1, 0.297395, 0.358127, 2.53361, , 1, 0.297395, 0.358127, 2.53361, , 
168, 2, 5, 0.333333, 0.5, 0.111111, 0.125, 4.22674, 0.0854994, , 1, 0.299846, 0.349848, 2.63343, , 1, 0.299846, 0.349848, 2.69862, , 
169, 2, 5, 0.333333, 0.5, 0.111111, 0.111111, 4.22772, 0.0858687, , 1, 0.301925, 0.342938, 2.72755, , 1, 0.301925, 0.342938, 2.72755, , 
170, 2, 6, 8, 4, 3, 2, 4.08201, 0.0309233, , 1, 0.512715, 0.176558, 0.124654, , 1, 0.512715, 0.176558, 0.124654, , 
171, 2, 6, 8, 5, 3, 2, 4.12523, 0.0472218, , 1, 0.551508, 0.169186, 0.125888, , 1, 0.547618, 0.167992, 0.125, , 
172, 2, 6, 9, 4, 3, 0.5, 4.10314, 0.0388918, , 1, 0.469429, 0.117639, 0.16205, , 1, 0.470554, 0.117639, 0.16205, , 
173, 2, 6, 9, 5, 3, 3, 4.22772, 0.0858687, , 1, 0.549945, 0.188597, 0.110695, , 1, 0.549945, 0.188597, 0.110695, , 
174, 2, 6, 0.5, 5, 0.142857, 0.125, 4.18878, 0.0711836, , 1, 0.525513, 0.171944, 2.21218, , 1, 0.509384, 0.166667, 2.14428, , 
175, 2, 6, 0.5, 5, 0.125, 0.125, 4.22772, 0.0858687, , 1, 0.513365, 0.173358, 2.32169, , 1, 0.5, 0.168845, 2.26125, , 
176, 2, 6, 0.5, 6, 0.142857, 0.125, 4.24212, 0.0912956, , 1, 0.561259, 0.166615, 2.23981, , 1, 0.561259, 0.166615, 2.23981, , 
177, 2, 6, 0.25, 2, 0.2, 0.142857, 4.13006, 0.049041, , 1, 0.48687, 0.2504, 2.61566, , 1, 0.5, 0.2504, 2.61566, , 
178, 2, 7, 8, 7, 3, 2, 4.21087, 0.0795144, , 1, 0.593564, 0.147875, 0.123578, , 1, 0.593564, 0.147875, 0.123578, , 
179, 2, 7, 8, 8, 3, 2, 4.25355, 0.0956073, , 1, 0.623484, 0.144385, 0.124486, , 1, 0.623484, 0.144385, 0.124486, , 
180, 2, 7, 9, 2, 7, 6, 4.20593, 0.0776497, , 1, 0.453932, 0.241581, 0.0674444, , 1, 0.472111, 0.241581, 0.0674444, , 
181, 2, 7, 9, 2, 7, 7, 4.25259, 0.0952452, , 1, 0.449032, 0.252807, 0.0649863, , 1, 0.454904, 0.252807, 0.0649863, , 
182, 2, 7, 9, 5, 3, 2, 4.12388, 0.0467124, , 1, 0.513583, 0.15205, 0.114707, , 1, 0.5, 0.148029, 0.111673, , 
183, 2, 7, 9, 6, 3, 2, 4.16578, 0.0625128, , 1, 0.546557, 0.147107, 0.11588, , 1, 0.530767, 0.142857, 0.112532, , 
184, 2, 7, 9, 7, 3, 2, 4.20857, 0.0786457, , 1, 0.577341, 0.143102, 0.116908, , 1, 0.576354, 0.142857, 0.116709, , 
185, 2, 7, 0.5, 6, 0.125, 0.111111, 4.24629, 0.0928711, , 1, 0.520147, 0.149894, 2.31348, , 1, 0.5, 0.144088, 2.22387, , 
186, 2, 7, 0.25, 2, 0.25, 0.2, 4.26098, 0.0984071, , 1, 0.475899, 0.251456, 2.19593, , 1, 0.5, 0.251456, 2.19593, , 
187, 2, 7, 0.2, 2, 0.2, 0.142857, 4.22868, 0.0862292, , 1, 0.480347, 0.243419, 2.82025, , 1, 0.486839, 0.243419, 2.82025, , 
188, 2, 7, 0.166667, 2, 0.166667, 0.125, 4.24212, 0.0912956, , 1, 0.478438, 0.246818, 3.34509, , 1, 0.493636, 0.246818, 3.34509, , 
189, 2, 7, 0.142857, 2, 0.142857, 0.111111, 4.25259, 0.0952452, , 1, 0.477009, 0.249411, 3.86884, , 1, 0.498823, 0.249411, 3.86884, , 
190, 2, 8, 9, 6, 3, 2, 4.1664, 0.0627469, , 1, 0.525859, 0.138056, 0.112249, , 1, 0.520529, 0.136657, 0.111111, , 
191, 2, 8, 9, 7, 3, 2, 4.20655, 0.0778833, , 1, 0.555452, 0.134431, 0.113355, , 1, 0.544458, 0.13177, 0.111111, , 
192, 2, 8, 9, 8, 3, 2, 4.24691, 0.0931042, , 1, 0.583364, 0.131388, 0.114342, , 1, 0.566878, 0.127675, 0.111111, , 
193, 2, 9, 9, 3, 6, 3, 4.10314, 0.0388918, , 1, 0.469429, 0.16205, 0.0784257, , 1, 0.470554, 0.16205, 0.0784257, , 
194, 2, 9, 9, 3, 7, 0.5, 4.20857, 0.0786457, , 1, 0.536281, 0.110161, 0.127173, , 1, 0.536281, 0.110161, 0.127173, , 
195, 2, 9, 9, 3, 8, 0.5, 4.24691, 0.0931042, , 1, 0.563246, 0.111201, 0.124401, , 1, 0.56279, 0.111111, 0.1243, , 
196, 2, 9, 0.333333, 3, 0.25, 0.111111, 4.10314, 0.0388918, , 1, 0.482802, 0.16132, 2.05698, , 1, 0.483959, 0.16132, 2.05698, , 
197, 2, 0.333333, 0.25, 0.111111, 0.2, 3, 4.16554, 0.0624192, , 1, 0.482592, 4.7097, 2.5218, , 1, 0.5, 4.7097, 2.5218, , 
