1,1,1,1,1,1,1,4, -6.69818e-16,1,1,1,1, 
2,1,1,1,1,1,2, 4.06065, 0.0228684,1,1, 1.20959, 0.85106, 
3,1,1,1,1,1,3, 4.1545, 0.0582583,1,1, 1.37517, 0.779328, 
4,1,1,1,1,1,4, 4.24923, 0.0939765,1,1, 1.51698, 0.73225, 
5,1,1,1,1,2,2, 4.06065, 0.0228684,1, 1.17501, 1.17501, 0.710636, 
6,1,1,1,1,2,3, 4.11794, 0.044473,1, 1.15706, 1.31412, 0.646763, 
7,1,1,1,1,2,4, 4.18552, 0.0699538,1, 1.14483, 1.43449, 0.606193, 
8,1,1,1,1,2,5, 4.25417, 0.0958416,1, 1.13553, 1.5421, 0.576547, 
9,1,1,1,1,2, 0.5, 4.18552, 0.0699538,1, 1.25302, 0.873491, 1.05901, 
10,1,1,1,1,3,3, 4.1545, 0.0582583,1, 1.28316, 1.28316, 0.588187, 
11,1,1,1,1,3,4, 4.20715, 0.0781126,1, 1.26222, 1.39333, 0.551602, 
12,1,1,1,1,3,5, 4.264, 0.0995481,1, 1.2463, 1.4926, 0.525108, 
13,1,1,1,1,4,4, 4.24923, 0.0939765,1, 1.36565, 1.36565, 0.517916, 
14,1,1,1,1, 0.5, 0.5, 4.06065, 0.0228684,1, 0.826728, 0.826728, 1.40719, 
15,1,1,1,1, 0.5, 0.333333, 4.11794, 0.044473,1, 0.8106, 0.747467, 1.55988, 
16,1,1,1,1, 0.5, 0.25, 4.18552, 0.0699538,1, 0.798074, 0.69711, 1.69033, 
17,1,1,1,1, 0.5, 0.2, 4.25417, 0.0958416,1, 0.787729, 0.660366, 1.80608, 
18,1,1,1,1, 0.333333, 0.333333, 4.1545, 0.0582583,1, 0.727181, 0.727181, 1.70014, 
19,1,1,1,1, 0.333333, 0.25, 4.20715, 0.0781126,1, 0.711603, 0.675553, 1.82, 
20,1,1,1,1, 0.333333, 0.2, 4.264, 0.0995481,1, 0.698761, 0.638513, 1.92673, 
21,1,1,1,1, 0.25, 0.25, 4.24923, 0.0939765,1, 0.659206, 0.659206, 1.93081, 
22,1,1,1,2,2,2, 4.12132, 0.0457467,1, 1.41421,1, 0.707107, 
23,1,1,1,2,2,3, 4.21526, 0.0811688,1, 1.42476, 1.13975, 0.650741, 
24,1,1,1,2,3,2, 4.14313, 0.0539704,1, 1.54024, 0.967484, 0.635404, 
25,1,1,1,2,3,3, 4.21526, 0.0811688,1, 1.53671, 1.09473, 0.583824, 
26,1,1,1,2,3, 0.5, 4.21526, 0.0811688,1, 1.59992, 0.70187, 0.913471, 
27,1,1,1,2,4,2, 4.18552, 0.0699538,1, 1.64964, 0.944279, 0.591599, 
28,1,1,1,2,4,3, 4.24266, 0.0914995,1, 1.63522, 1.06364, 0.543798, 
29,1,1,1,2,5,2, 4.2344, 0.088385,1, 1.74806, 0.925935, 0.560407, 
30,1,1,1,2, 0.333333, 0.333333, 4.21526, 0.0811688,1, 0.877382, 0.625032, 1.71285, 
31,1,1,1,2, 0.333333, 0.25, 4.24266, 0.0914995,1, 0.851947, 0.579402, 1.81131, 
32,1,1,2,1,2,2,4,0,1,1,1, 0.5, 
33,1,1,2,1,2,3, 4.02062, 0.00777534,1,1, 1.11288, 0.453868, 
34,1,1,2,1,2,4, 4.06065, 0.0228684,1,1, 1.20959, 0.42553, 
35,1,1,2,1,2,5, 4.10673, 0.0402445,1,1, 1.29609, 0.40532, 
36,1,1,2,1,2,6, 4.1545, 0.0582583,1,1, 1.37517, 0.389664, 
37,1,1,2,1,2,7, 4.20225, 0.0762615,1,1, 1.44845, 0.376898, 
38,1,1,2,1,2,8, 4.24923, 0.0939765,1,1, 1.51698, 0.366125, 
39,1,1,2,1,2, 0.5, 4.24923, 0.0939765,1,1, 0.73225, 0.758488, 
40,1,1,2,1,3,3, 4.02062, 0.00777534,1, 1.10164, 1.10164, 0.408667, 
41,1,1,2,1,3,4, 4.04582, 0.0172773,1, 1.09429, 1.18858, 0.381476, 
42,1,1,2,1,3,5, 4.08009, 0.0302013,1, 1.08882, 1.26647, 0.362403, 
